id,name,market_cap,market_cap_change_24h,content,top_3_coins,volume_24h,updated_at
yearn-yfi-partnerships-mergers,Yearn Ecosystem,364052624.906571,-2.488143262536909,"The Yearn Ecosystem is a suite of Decentralized Finance (DeFi) products under the yearn umbrella. These projects range from lending and borrowing protocols such as CREAM, to automated market makers (AMM) like Sushi. 

Any changes that are to be implemented in the Yearn Ecosystem are decided by the DAO, consisting of holders of the Yearn Finance (YFI) token. 
","['https://assets.coingecko.com/coins/images/11849/small/yearn.jpg?1687142705', 'https://assets.coingecko.com/coins/images/12271/small/512x512_Logo_no_chop.png?1606986688', 'https://assets.coingecko.com/coins/images/12966/small/kp3r_logo.jpg?1607057458']",55211142.23173106,2023-08-25T14:55:12.243Z
decentralized-options,Options,362611259.8901523,-3.5377289425878993,,"['https://assets.coingecko.com/coins/images/15823/small/RBN_64x64.png?1633529723', 'https://assets.coingecko.com/coins/images/7805/small/X_3D_Black_%2810%29.png?1690137100', 'https://assets.coingecko.com/coins/images/21490/small/Add-a-heading-26.png?1639364177']",1906262.5235478892,2023-08-25T14:55:13.017Z
rebase-tokens,Rebase Tokens,351119929.53255874,1.5275254490400385,"Rebase tokens are cryptocurrencies that are usually pegged to a certain value, and they control their prices by algorithmically adjusting their token’s circulating supply.  ","['https://assets.coingecko.com/coins/images/14483/small/token_OHM_%281%29.png?1628311611', 'https://assets.coingecko.com/coins/images/20040/small/LPK15ZOW_400x400.jpg?1636425070', 'https://assets.coingecko.com/coins/images/19947/small/sb.png?1636337110']",344810.94463195285,2023-08-25T14:55:10.436Z
prediction-markets,Prediction Markets,348005030.7357623,-0.46539571096686033,,"['https://assets.coingecko.com/coins/images/662/small/logo_square_simple_300px.png?1609402668', 'https://assets.coingecko.com/coins/images/13779/small/sx.png?1636034699', 'https://assets.coingecko.com/coins/images/3833/small/kleros.png?1547975322']",3291652.823187177,2023-08-25T14:55:13.737Z
nft-marketplace,NFT Marketplace,326349709.3682502,-5.098884128980736,,"['https://assets.coingecko.com/coins/images/28453/small/blur.png?1670745921', 'https://assets.coingecko.com/coins/images/29468/small/sid_token_logo_%28green2%29.png?1679454702', 'https://assets.coingecko.com/coins/images/14040/small/SuperVerse_Logo_200x200.png?1669963064']",32126284.33902508,2023-08-25T14:55:20.634Z
metagovernance,Metagovernance,296897994.05780745,-2.3767714670990645,Metagovernance refers to projects or protocols that primarily hold DAO tokens and actively participates in the governance process of those DAOs.,"['https://assets.coingecko.com/coins/images/15585/small/convex.png?1621256328', 'https://assets.coingecko.com/coins/images/25942/small/logo.png?1654784187', 'https://assets.coingecko.com/coins/images/26745/small/redacted_v2.jpg?1660011507']",4437249.912533776,2023-08-25T14:55:18.276Z
move-to-earn,Move To Earn,283835535.11626256,-1.6327706531660873,,"['https://assets.coingecko.com/coins/images/23597/small/gmt.png?1644658792', 'https://assets.coingecko.com/coins/images/25057/small/fhD9Xs16_400x400.jpg?1649947000', 'https://assets.coingecko.com/coins/images/21841/small/gst.png?1640332626']",36408337.993532054,2023-08-25T14:55:17.786Z
fan-token,Fan Token,237761925.81692886,-0.7401363507884917,"Fan tokens let sporting organizations and other celebrities engage with their communities, where holders can access exclusive benefits.","['https://assets.coingecko.com/coins/images/11693/small/Barca-10.png?1604736023', 'https://assets.coingecko.com/coins/images/15799/small/mJgwTHzCVVCJlqo1tF0NWP57igOYSXr5k1Vqvomd.png?1621929124', 'https://assets.coingecko.com/coins/images/11620/small/psg.png?1592023100']",54358084.94402977,2023-08-25T14:55:10.782Z
telegram-bots,Telegram Bots,208841124.00121045,-6.394242509156488,,"['https://assets.coingecko.com/coins/images/30462/small/logonoline_%281%29.png?1687510315', 'https://assets.coingecko.com/coins/images/30815/small/PaalX.jpg?1687510326', 'https://assets.coingecko.com/coins/images/29510/small/mevfree200.png?1679383352']",24702744.307774898,2023-08-25T14:55:01.364Z
guild-scholarship,Guild and Scholarship,199286077.89358392,-13.0064584188534,Guilds are decentralized autonomous organizations (DAOs) that invests in NFTs like game assets and rent them out to players. Players who receive rented game items are known as scholars and can be said to receive a scholarship. Guilds are an important component in the play to earn (p2e) ecosystem as these games require an upfront investment capital for players to participate in. Axie Infinity brought the popular model of play to earn and guilds which is not mainstay in the entire blockchain industry.,"['https://assets.coingecko.com/coins/images/19304/small/Db4XqML.png?1634972154', 'https://assets.coingecko.com/coins/images/17358/small/Shield_Mark_-_Colored_-_Iridescent.png?1686132424', 'https://assets.coingecko.com/coins/images/20933/small/guildfi-logo-200.png?1638003537']",54320109.30379094,2023-08-25T14:55:17.030Z
music,Music,197497183.3945757,-4.903702052544866,"Cryptocurrency projects that are related to music is aimed at disrupting the record publishing industry. The goal is to simplify the process of tracking, collecting, and distributing song royalties to musicians in a decentralized manner. Fans are also able to directly support their favorite artists directly without going through an intermediary.","['https://assets.coingecko.com/coins/images/12913/small/AudiusCoinLogo_2x.png?1603425727', 'https://assets.coingecko.com/coins/images/16548/small/opulous.PNG?1624418744', 'https://assets.coingecko.com/coins/images/983/small/Viberate.png?1547034873']",5263613.003058386,2023-08-25T14:55:03.628Z
brc-20,BRC-20,197352915.02965593,-2.6923334789708213,,"['https://assets.coingecko.com/coins/images/30162/small/ordi.png?1683527689', 'missing_small.png', 'https://assets.coingecko.com/coins/images/30305/small/moon.jpg?1683873431']",19341746.701508716,2023-08-25T14:55:21.193Z
lsdfi,LSDFi,182415423.08828092,0.0016571033935927051,,"['https://assets.coingecko.com/coins/images/29733/small/OETH.png?1681094770', 'https://assets.coingecko.com/coins/images/15069/small/Pendle_Logo_Normal-03.png?1634196276', 'https://assets.coingecko.com/coins/images/29958/small/Lybra_Finance.png?1682485104']",18641755.204926856,2023-08-25T14:55:01.842Z
eco-friendly,Environment,120334085.61044706,-2.3368670789315833,,"['https://assets.coingecko.com/coins/images/10886/small/R9gQTJV__400x400.png?1585604557', 'https://assets.coingecko.com/coins/images/19240/small/bct_exchange_enhanced.png?1641441498', 'https://assets.coingecko.com/coins/images/18763/small/brkl.png?1633356263']",1083180.6994762458,2023-08-25T14:55:18.523Z
tourism,Tourism,85748081.16332847,-5.632464287531846,,"['https://assets.coingecko.com/coins/images/4659/small/qX7fh69Q_400x400-1.jpg?1636680685', 'https://assets.coingecko.com/coins/images/3014/small/AVA_Logo_160x160px_Black.png?1692762663', 'https://assets.coingecko.com/coins/images/20911/small/trvl.jpeg?1649390006']",4238939.449065842,2023-08-25T14:55:04.960Z
synths,Synths,78544200.9859258,-1.150875022465758,,"['https://assets.coingecko.com/coins/images/5013/small/sUSD.png?1616150765', 'https://assets.coingecko.com/coins/images/8843/small/sETH.png?1616150207', 'https://assets.coingecko.com/coins/images/8838/small/sBTC.png?1616149734']",2734876.7539165486,2023-08-25T14:55:08.720Z
ohm-fork,Ohm Fork,61534744.122787245,-0.6631427387431656,,"['https://assets.coingecko.com/coins/images/19947/small/sb.png?1636337110', 'https://assets.coingecko.com/coins/images/19169/small/Klima-Token.png?1680142793', 'https://assets.coingecko.com/coins/images/18126/small/time.PNG?1630621941']",18174.840250009594,2023-08-25T14:55:17.260Z
discord-bots,Discord Bots,54991428.42035131,-4.704678624259367,,"['https://assets.coingecko.com/coins/images/30815/small/PaalX.jpg?1687510326', 'https://assets.coingecko.com/coins/images/29510/small/mevfree200.png?1679383352', 'https://assets.coingecko.com/coins/images/31067/small/Nolo_200x200_logo.png?1690179373']",3078481.395113741,2023-08-25T14:55:02.486Z
defi-index,DeFi Index,49619353.575851396,-1.2070611684021557,,"['https://assets.coingecko.com/coins/images/24483/small/icETH-token-logo.png?1647826356', 'https://assets.coingecko.com/coins/images/12465/small/defi_pulse_index_set.png?1600051053', 'https://assets.coingecko.com/coins/images/14392/small/ETH2x-FLI_%281%29.png?1615875910']",299287.97985205415,2023-08-25T14:55:11.331Z
kommunitas,Kommunitas Launchpad,22291587.989111774,-4.696712062931069,,"['https://assets.coingecko.com/coins/images/24059/small/logo_gg.png?1648630827', 'https://assets.coingecko.com/coins/images/23929/small/HGpGTTBc_400x400.jpg?1689323712', 'https://assets.coingecko.com/coins/images/23275/small/fyn.png?1643526250']",3444773.2680140357,2023-08-25T14:55:18.803Z
animal-racing,Animal Racing,20349503.887284253,0.5029148122934802,,"['https://assets.coingecko.com/coins/images/17438/small/DERC_logo_coingecko.png?1665714278', 'https://assets.coingecko.com/coins/images/24498/small/icon_rbw.png?1648019306', 'https://assets.coingecko.com/coins/images/31055/small/hams_logo_s.png?1689925848']",1209227.959741124,2023-08-25T14:55:00.406Z
jpy-stablecoin,JPY Stablecoin,15055389.767895425,-0.3702852884860312,,"['https://assets.coingecko.com/coins/images/14191/small/icon_gyen_200_200.png?1614843343', 'https://assets.coingecko.com/coins/images/25971/small/2023jpyc.png?1675935375']",277318.10920808755,2023-08-25T14:55:19.032Z
idr-stablecoin,IDR Stablecoin,12245542.527525447,-0.00989560577997787,,"['https://assets.coingecko.com/coins/images/9441/small/57421944_1371636006308255_3647136573922738176_n.jpg?1567462531', 'https://assets.coingecko.com/coins/images/21126/small/XIDR_Logo_256_X_256.png?1638343133']",633042.5634356689,2023-08-25T14:55:19.286Z
farming-as-a-service-faas,Farming-as-a-Service (FaaS),3643424.704172085,-2.1406850800890767,,"['https://assets.coingecko.com/coins/images/23551/small/Logo-Digits-DAO-Icon-01.jpg?1644462126', 'https://assets.coingecko.com/coins/images/25582/small/7zyskNC.png?1652767188', 'https://assets.coingecko.com/coins/images/21172/small/mvc.PNG?1638439038']",6085.969964186836,2023-08-25T14:55:18.031Z
aptos-ecosystem,Aptos Ecosystem,,,,"['https://assets.coingecko.com/coins/images/26455/small/aptos_round.png?1666839629', 'https://assets.coingecko.com/coins/images/12632/small/pancakeswap-cake-logo_%281%29.png?1629359065', 'https://assets.coingecko.com/coins/images/4379/small/Celr.png?1554705437']",,2023-03-17T09:10:43.626Z
canto-ecosystem,Canto Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/1481/small/cosmos_hub.png?1555657960']",,2023-03-17T09:10:43.271Z
yearn-vault-tokens,Yearn Vault Tokens,0.0,0.0,,"['https://assets.coingecko.com/coins/images/27623/small/st-yCRV-128-0x27B5739e22ad9033bcBf192059122d163b60349D.png?1674200862', 'https://assets.coingecko.com/coins/images/28779/small/yvUSDC-128-0xe2F6b9773BF3A015E2aA70741Bde1498bdB9425b.png?1674182395', 'https://assets.coingecko.com/coins/images/15152/small/yvBOOST.png?1619978216']",4805.135552070236,2023-08-25T14:55:19.985Z
cronos-ecosystem,Cronos Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:41.336Z
step-network-ecosystem,Step Network Ecosystem,,,,"['https://assets.coingecko.com/coins/images/25015/small/801485424e1f49bc8d0facff9287eb9b_photo.png?1649827972', 'https://assets.coingecko.com/coins/images/28435/small/PRIMAL_ICON_200px.jpg?1670567426', 'https://assets.coingecko.com/coins/images/27815/small/kcal.png?1666281474']",,2023-03-17T09:10:35.382Z
ethereum-ecosystem,Ethereum Ecosystem,,,,"['https://assets.coingecko.com/coins/images/279/small/ethereum.png?1595348880', 'https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850']",,2023-03-17T09:10:40.237Z
multversx-ecosystem,MultiversX Ecosystem,,,,"['https://assets.coingecko.com/coins/images/12335/small/egld-token-logo.png?1673490885', 'https://assets.coingecko.com/coins/images/1824/small/300x300_logo.png?1570520533', 'https://assets.coingecko.com/coins/images/20657/small/MEX-icon.png?1637540149']",,2023-03-17T09:10:42.968Z
dfinity-ecosystem,Internet Computer Ecosystem,,,,"['https://assets.coingecko.com/coins/images/14495/small/Internet_Computer_logo.png?1620703073', 'https://assets.coingecko.com/coins/images/25788/small/4xBAWRCo_400x400.png?1653883870']",,2023-03-17T09:10:42.659Z
velas-ecosystem,Velas Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:42.368Z
algorand-ecosystem,Algorand Ecosystem,,,,"['https://assets.coingecko.com/coins/images/4380/small/download.png?1547039725', 'https://assets.coingecko.com/coins/images/16548/small/opulous.PNG?1624418744', 'https://assets.coingecko.com/coins/images/5290/small/buying_200x200.png?1628587856']",,2023-03-17T09:10:40.985Z
arbitrum-nova-ecosystem,Arbitrum Nova Ecosystem,,,,"['https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/9956/small/Badge_Dai.png?1687143508', 'https://assets.coingecko.com/coins/images/16547/small/photo_2023-03-29_21.47.00.jpeg?1680097630']",,2023-03-17T09:10:41.636Z
metis-ecosystem,Metis Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:42.040Z
xdc-ecosystem,XDC Ecosystem,,,,"['https://assets.coingecko.com/coins/images/2912/small/xdc-icon.png?1633700890', 'https://assets.coingecko.com/coins/images/5164/small/EURS_300x300.png?1550571779', 'https://assets.coingecko.com/coins/images/10849/small/IMG_4307.jpg?1585628922']",,2023-03-17T09:10:40.582Z
tezos-ecosystem,Tezos Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/976/small/Tezos-logo.png?1547034862', 'https://assets.coingecko.com/coins/images/19171/small/YOU_Youves.png?1634611340']",,2023-03-17T09:10:39.202Z
optimism-ecosystem,Optimism Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:43.964Z
oec-ecosystem,OEC Ecosystem,,,,"['https://assets.coingecko.com/coins/images/13708/small/WeChat_Image_20220118095654.png?1642471094', 'https://assets.coingecko.com/coins/images/12271/small/512x512_Logo_no_chop.png?1606986688', 'https://assets.coingecko.com/coins/images/22087/small/1_Wyot-SDGZuxbjdkaOeT2-A.png?1640764238']",,2023-03-17T09:10:38.852Z
arbitrum-ecosystem,Arbitrum Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:36.096Z
fantom-ecosystem,Fantom Ecosystem,,,"FANTOM is a new DAG-based smart contract platform that intends to solve the scalability issues of existing public distributed ledger technologies.
The platform intends to distinguish itself from the traditional block ledger-based storage infrastructure by attempting to employ an improved version of existing DAG-based protocols. Fantom adopts a new protocol known as the “Lachesis Protocol” to maintain consensus. This protocol is intended to be integrated into the Fantom Opera Chain. The aim is to allow applications built on Fantom to enjoy instant transactions and near zero transaction costs for all users.
","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:34.559Z
cardano-ecosystem,Cardano Ecosystem,,,,"['https://assets.coingecko.com/coins/images/975/small/cardano.png?1547034860', 'https://assets.coingecko.com/coins/images/877/small/chainlink-new-logo.png?1547034700', 'https://assets.coingecko.com/coins/images/13256/small/api3.jpg?1606751424']",,2023-03-17T09:10:38.134Z
near-protocol-ecosystem,Near Protocol Ecosystem,,,"NEAR is a sharded, developer-friendly, proof-of-stake public blockchain. It is designed to compete with Ethereum by providing a similar experience with decentralized applications and smart contracts, but with lower fees and higher throughput. The blockchain’s native token, NEAR, is used to pay for transactions and storing data on the blockchain. Smart contract developers receive a portion of the transaction fees generated by their contracts, while the remainder is burnt. This creates deflationary pressure on NEAR, making it more valuable as more transactions are performed.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/9956/small/Badge_Dai.png?1687143508']",,2023-03-17T09:10:35.016Z
harmony-ecosystem,Harmony Ecosystem,,,"Harmony is a blockchain platform that is designed to act as a bridge between scalability and interoperability. Its focus is on processing speed and validation of blocks. It can be used to create decentralized applications (DApps), and is currently focused on random state sharding. This will then allow the creation of blocks within seconds.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/4713/small/matic-token-icon.png?1624446912']",,2023-03-17T09:10:30.480Z
polygon-ecosystem,Polygon Ecosystem,,,"Polygon, formerly known as Matic, was originally meant to be a Layer-2 scaling solution for Ethereum to improve transaction throughput and speed. However, it has since become more popular as a stand-alone blockchain, with its own native projects and decentralized applications. Major DeFi protocols such as Aave and Curve have also found second homes on Polygon. Unlike Ethereum, Polygon operates on Proof-of-Stake (PoS) in which network participants can stake the network’s native MATIC tokens to validate transactions and participate in voting and other governance decisions. Polygon also hosts its own bridge that allows users to transfer assets from Ethereum to Polygon and vice versa.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389']",,2023-08-08T16:01:22.743Z
moonriver-ecosystem,Moonriver Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389']",,2023-03-17T09:10:36.821Z
kardiachain-ecosystem,KardiaChain Ecosystem,,,,"['https://assets.coingecko.com/coins/images/7942/small/kai.png?1647079540', 'https://assets.coingecko.com/coins/images/15321/small/mydefi.PNG?1620512455', 'https://assets.coingecko.com/coins/images/9670/small/vndc-gold-coin.png?1571032826']",,2023-03-17T09:10:37.796Z
iotex-ecosystem,IoTeX Ecosystem,,,,"['https://assets.coingecko.com/coins/images/3334/small/iotex-logo.png?1547037941', 'https://assets.coingecko.com/coins/images/19586/small/244800308_116216454152265_6257676145772128053_n.png?1635472714', 'https://assets.coingecko.com/coins/images/19135/small/gft.png?1635004303']",,2023-03-17T09:10:37.464Z
zilliqa-ecosystem,Zilliqa Ecosystem,,,,"['https://assets.coingecko.com/coins/images/2687/small/Zilliqa-logo.png?1547036894', 'https://assets.coingecko.com/coins/images/15857/small/logoWhiteX.jpg?1666230966', 'https://assets.coingecko.com/coins/images/12832/small/StraitsX_Singapore_Dollar_%28XSGD%29_Token_Logo.png?1633936813']",,2023-03-17T09:10:33.887Z
celo-ecosystem,Celo Ecosystem,,,,"['https://assets.coingecko.com/coins/images/11090/small/InjXBNx9_400x400.jpg?1674707499', 'https://assets.coingecko.com/coins/images/4324/small/U85xTl2.png?1608111978', 'https://assets.coingecko.com/coins/images/17117/small/logo.png?1626412904']",,2023-03-17T09:10:35.706Z
avalanche-ecosystem,Avalanche Ecosystem,,,"Avalanche is a smart contract platform that allows users to create their own multi-purpose blockchains or decentralized applications (dApps). Their mainnet was launched in September 2020 and has since become a major hub of activity for DeFi and NFTs. In 2021, they announced their Avalanche Rush incentives program to introduce more applications and to promote further growth of their ecosystem. The Avalanche chain is centered around 3 main blockchains - the P-Chain, X-Chain and C-Chain. The C-Chain is Avalanche’s EVM implementation, which hosts various applications and smart contracts. Users can access Avalanche through centralized exchanges, the official Avalanche bridge or via Celer’s cBridge.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389']",,2023-03-17T09:10:31.610Z
daomaker-ecosystem,DaoMaker Ecosystem,,,,"['https://assets.coingecko.com/coins/images/13915/small/4.png?1612838831', 'https://assets.coingecko.com/coins/images/15857/small/logoWhiteX.jpg?1666230966', 'https://assets.coingecko.com/coins/images/14375/small/alice_logo.jpg?1615782968']",,2023-03-17T09:10:36.456Z
terra-ecosystem,Terra Ecosystem,,,"Terra is a blockchain network that builds on the Tendermint consensus (Proof-of-Stake) and the Cosmos SDK toolkit. Terra’s network token is LUNA which powers the entire ecosystem. Unlike most blockchains, Terra’s ecosystem includes a native algorithmic stablecoin, TerraUSD (UST). A decentralized network with its own decentralized currency is a very attractive thesis for both users and developers. More dApps are being built on Terra, especially DeFi protocols which are now commonly known as TeFi.","['https://assets.coingecko.com/coins/images/8284/small/01_LunaClassic_color.png?1653547790', 'https://assets.coingecko.com/coins/images/12681/small/UST.png?1653548090', 'https://assets.coingecko.com/coins/images/3246/small/Nash_M.png?1680864855']",,2023-03-17T09:10:32.057Z
solana-ecosystem,Solana Ecosystem,,,"Solana is a general purpose blockchain similar to Ethereum. The underlying architecture is different, such that developers have to write applications using Rust instead of Solidity or Vyper. However, this may soon change with the introduction of the Neon EVM solution on Solana. End user applications as of now include decentralized finance (DeFi), non-fungible tokens (NFT), marketplaces, games, and more. One of its biggest features is its scalability in which Solana is able to process over 700,000 transactions per second. Its high throughput capability appeals to high frequency traders, which is spearheaded by FTX and Alameda Research. The first use case for DeFi applications on Solana is Serum, built by the team behind FTX.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/4128/small/solana.png?1640133422']",,2023-03-17T09:10:31.171Z
xdai-ecosystem,Gnosis Chain Ecosystem,,,"Formerly the xDai Chain, The Gnosis chain is a Layer 2 scaling solution for Ethereum but uses a different consensus algorithm - Proof of Stake (PoS) and Proof of Stake DAO (POSDAO). It is designed to be more efficient than Ethereum, with higher transaction throughput (70 transactions/second) and has a much lower transaction fee.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:38.519Z
cosmos-ecosystem,Cosmos Ecosystem,,,"Cosmos focuses on blockchain interoperability, working towards the vision of building the “Internet of Blockchains.”","['https://assets.coingecko.com/coins/images/1481/small/cosmos_hub.png?1555657960', 'https://assets.coingecko.com/coins/images/7310/small/cro_token_logo.png?1669699773', 'https://assets.coingecko.com/coins/images/12882/small/Secondary_Symbol.png?1628233237']",,2023-03-17T09:10:30.821Z
heco-chain-ecosystem,HECO Chain Ecosystem,,,,"['https://assets.coingecko.com/coins/images/13775/small/mdex.png?1611739676', 'https://assets.coingecko.com/coins/images/12704/small/token.png?1601876182', 'https://assets.coingecko.com/coins/images/2346/small/SWFTCoin.jpg?1618392022']",,2023-03-17T09:10:34.169Z
dot-ecosystem,Polkadot Ecosystem,,,"Polkadot is a blockchain protocol designed to support multiple purpose-built blockchains under one unified network. Polkadot’s infrastructure begins with the relay chain, which acts as the central chain. Each chain that runs on Polkadot is called a parachain as they run parallel to the main relay chain, and is built on top of the relay chain. Besides parachains, projects can participate in the Polkadot ecosystem for a shorter fixed period of time through parathreads. Blockchains built on top of Polkadot’s own relay chain are also interoperable with blockchains that have vastly different technology stacks such as Ethereum and Bitcoin through bridges.","['https://assets.coingecko.com/coins/images/12171/small/polkadot.png?1639712644', 'https://assets.coingecko.com/coins/images/877/small/chainlink-new-logo.png?1547034700', 'https://assets.coingecko.com/coins/images/22617/small/astr.png?1642314057']",,2023-03-17T09:10:37.149Z
binance-smart-chain,BNB Chain Ecosystem,,,"BNB Chain is an alternative blockchain that is similar to Ethereum, capable of hosting smart contracts and decentralized applications. It was launched by Binance in September 2020 as the Binance Smart Chain, and relaunched in Feburary 2022 as BNB Chain. BNB uses the Proof-of-Staked-Authority model which has allowed for low transaction fees and higher throughput. 

Compared to Ethereum which would usually cost hundreds to make a few transactions, BNB only charges less than a few dollars. BNB supports the BEP-20 token format, which is essentially the same format as ERC-20 but on a different chain, and transaction fees are paid in Binance’s native exchange token, BNB.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389']",,2023-08-21T14:11:09.544Z
aave-tokens,Aave Tokens,0.0,0.0,,"['https://assets.coingecko.com/coins/images/11619/small/aETH_2x.png?1591976597', 'https://assets.coingecko.com/coins/images/11674/small/aUSDC.png?1592546449', 'https://assets.coingecko.com/coins/images/10843/small/aDAI.png?1584698791']",36735389878.02827,2023-08-25T14:55:08.302Z
shibarium,Shibarium Ecosystem,,,,"['https://assets.coingecko.com/coins/images/11939/small/shiba.png?1622619446', 'https://assets.coingecko.com/coins/images/16916/small/bone_icon.png?1625625505', 'https://assets.coingecko.com/coins/images/15802/small/Leash.png?1621931543']",,2023-08-25T04:38:39.869Z
mantle-ecosystem,Mantle Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/30980/small/token-logo.png?1689320029']",,
base-ecosystem,Base Ecosystem,,,,"['https://assets.coingecko.com/coins/images/9956/small/Badge_Dai.png?1687143508', 'https://assets.coingecko.com/coins/images/27008/small/cbeth.png?1661390066', 'https://assets.coingecko.com/coins/images/11683/small/Balancer.png?1592792958']",,2023-07-31T06:41:01.295Z
friend-tech,friend.tech,0.0,0.0,,"['https://assets.coingecko.com/coins/images/31332/small/sis.png?1692589705', 'https://assets.coingecko.com/coins/images/31333/small/foobar.jpeg?1692590052', 'https://assets.coingecko.com/coins/images/31334/small/ice.jpeg?1692590375']",7145.367611634532,2023-08-25T14:55:01.664Z
linea-ecosystem,Linea Ecosystem,,,,"['https://assets.coingecko.com/coins/images/20805/small/SymbiosisFinance_logo-150x150.jpeg?1637707064', 'https://assets.coingecko.com/coins/images/29744/small/ERN200x200.png?1681106290', 'https://assets.coingecko.com/coins/images/15075/small/wrapped-avax.png?1629873618']",,
tenet-ecosystem,Tenet Ecosystem,,,,"['https://assets.coingecko.com/coins/images/30108/small/tenet_original.png?1684922942', 'https://assets.coingecko.com/coins/images/30930/small/TenX_%281%29_%281%29.png?1689004115']",,
